
Country Name En,Unit Name,2023,2023 Flag,2022,2022 Flag,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag,1999,1999 Flag,1998,1998 Flag,1997,1997 Flag,1996,1996 Flag,1995,1995 Flag,1994,1994 Flag,1993,1993 Flag,1992,1992 Flag,1991,1991 Flag,1990,1990 Flag,1989,1989 Flag,1988,1988 Flag,1987,1987 Flag,1986,1986 Flag,1985,1985 Flag,1984,1984 Flag,1983,1983 Flag,1982,1982 Flag,1981,1981 Flag,1980,1980 Flag,1979,1979 Flag,1978,1978 Flag,1977,1977 Flag,1976,1976 Flag,1975,1975 Flag,1974,1974 Flag,1973,1973 Flag,1972,1972 Flag,1971,1971 Flag,1970,1970 Flag,1969,1969 Flag,1968,1968 Flag,1967,1967 Flag,1966,1966 Flag,1965,1965 Flag,1964,1964 Flag,1963,1963 Flag,1962,1962 Flag,1961,1961 Flag,1960,1960 Flag,1959,1959 Flag,1958,1958 Flag,1957,1957 Flag,1956,1956 Flag,1955,1955 Flag,1954,1954 Flag,1953,1953 Flag,1952,1952 Flag,1951,1951 Flag,1950,1950 Flag
Madagascar,Tonnes - live weight,37572.90,A,25187.60,A,16488.86,A,13585.45,A,14114.41,A,12775.057,A,28345.0,A,26003,A,22694.21,A,15440,A,12549,A,9987.5,A,10544,A,10886,E,9716,A,14486,A,14943,A,16534,A,10296,A,9603,A,10267,A,10413,A,8449,A,7980,E,5811,E,4503,A,8582,A,5075,A,4712,A,3295,A,2289,A,2640,A,198,A,280,A,230,E,231,A,194,A,181,A,284,A,190,A,168,E,127,E,92,E,53,E,27,E,13,E,9,E,4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,Tonnes - live weight,4780,A,7148,A,9948,A,9393.0,A,8262.0,A,9014,A,12216.80,A,7646.39,A,4974,A,4741.56,A,3705,A,3232,A,2833,A,2631,A,1620,A,1700,A,1500,A,1500,A,812,A,733,A,666,A,642,A,568,A,530,E,590,A,229,E,231,A,240,E,226,E,225,E,255,E,223,E,223,E,197,E,217,E,215,E,203,E,188,E,180,E,123,E,143,E,107,E,82,E,70,E,49,E,32,E,14,E,7,E,6,E,2,E,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Tonnes - live weight,507367.53,A,574182.27,A,417478.41,A,400517.170,A,412281.035,A,391977.48,A,427515.53,A,407887.091,A,506965.20,A,521014.466,A,530701.795,A,634875.90,A,526692.5,A,581242.92,E,472502.3,A,354579,A,268508,E,228317,A,215834,A,202218,A,192160,A,183990,A,177021,A,167898,A,166974,A,133635,A,107984,A,109063,A,132745,A,114112,A,105241,A,79700,A,64845,A,52919,A,53647,A,47345,A,46486,A,52107,A,51875,A,67777,A,46528,A,57185,A,73262,A,125334,A,67206,A,59058,A,49737,A,34842,A,32071,A,51946,A,42867,A,32578,A,31287,A,34296,A,30802,A,29408,A,29211,A,26709,A,21508,A,21302,A,21941,A,9968,A,7911,A,7841,A,5267,A,5701,A,8572,A,5497,A,5420,A,5339,A,6254,A,6165,A,4574,A,4479,A
Maldives,Tonnes - live weight,6,E,6,E,4,E,4,E,2,E,2,E,4,E,4,E,4,E,4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Tonnes - live weight,9009,A,8830,A,8484,A,7686,A,6985,A,5327,A,3914,A,4194,A,2400,A,1953,A,2205.25,A,987,A,2083,A,2083,A,1355,E,821,A,640,A,1000,E,1008,E,1008,E,1008,E,1008,E,500,E,30,A,80,A,60,E,60,E,60,E,100,E,100,A,52,A,40,A,31,A,13,A,13,A,17,A,12,A,10,A,6,A,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Tonnes - live weight,20833.294,A,18050.539,A,16410.248,A,19829.521,A,13823.701,A,19291.375,A,15720.697,A,13655.917,A,10800,A,8606,A,9077,A,7440,A,2954.724,A,6881,A,5619,A,6731,A,8589,A,7165,A,736,A,868,A,887,A,1116,A,1235,A,1746,A,2002,A,1950,A,1800,A,1552,A,904,A,904,A,650,A,500,A,200,A,3,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,Tonnes - live weight,2.96,E,25.84,E,2.12,E,9.66,A,0.072,E,2.27,A,5,E,5,E,0.2,A,0.61,E,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Martinique,Tonnes - live weight,42,E,37,E,37.5,A,42,E,43.0,A,49,E,48.0,A,80,A,49.1,A,72.5,A,55,E,50,E,50,A,82,A,85,E,81,A,80,A,103,A,92,A,110,A,100,A,80,A,51,A,51,A,60,A,55,A,66,A,58,A,77,A,117,A,114,A,103,A,97,A,87,A,75,A,53,A,61,A,50,A,35,A,27,A,13,A,6,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,Tonnes - live weight,2354.545,A,1545.3,A,2315.526,A,3298.0,A,3251.2,A,2069.6,A,1253.52,A,1021.32,A,775.99,A,777.5,A,397.3,A,512.0,A,537.3,A,567.5,A,437.4,A,245,A,175,A,443,A,400,A,350,A,33,A,56,A,59,A,87,A,85,A,83,A,118,A,165,A,176,A,142,A,110,A,100,A,86,A,78,A,82,A,73,A,72,A,50,A,53,A,42,A,24,A,30,A,25,A,16,A,15,A,5,A,1,A,0,N,0,N,0,N,0,N,0,N,0,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,Tonnes - live weight,0,E,0,E,0,E,0,E,15,E,20,E,20,E,25,E,70,E,120,A,109.2,A,105,E,44,A,76,A,126,A,114,A,128,A,140,E,164,A,170,A,213,A,,,3,E,3,E,2,E,2,E,2,E,1,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Tonnes - live weight,276701.527,A,289618.536,A,239802.704,A,348601.756,A,303646.704,A,247222.423,A,243307.314,A,221327.460,A,211621.644,A,194229.758,A,111499.753,A,143746.640,A,137128,A,126238,A,156956.641,A,159309.048,A,140062.252,A,154451,A,133131,A,104348,A,84470,A,73670,A,76063,A,53918,A,48443,A,41068,A,39500,A,31339,A,25580,A,31667,A,28068,A,26576,A,24972,A,22348,A,18249,A,17121,A,15907,A,13523,A,11230,A,10465,A,13679,E,12512,E,11089,E,8626,E,6766,E,4841,E,2960,E,2486,E,2840,E,1826,E,1984,E,709,E,660,E,540,E,150,E,150,E,150,E,100,E,80,E,80,E,120,E,120,E,114,E,100,E,100,E,100,E,80,E,100,E,50,E,0,A,0,A,0,A,0,A,0,A
Micronesia (Federated States of),Tonnes - live weight,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,1,E,1,E,1,E,1,A,85,A,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,Tonnes - live weight,1364,A,1087,A,858,A,885,A,1074,A,1097,A,1022,A,929,A,813,A,859,A,811,E,811,E,840,E,740,E,565,E,614,E,361,E,354,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Tonnes - live weight,2366.593,A,2385.930,A,2083.362,A,1617.816,A,1598.109,A,1266.906,A,1270.01,A,1150.1,A,1050,A,1189,A,988,A,692.5,A,617,A,742.12,A,657,A,579,A,1636,A,1161,A,2257,A,1718,A,1538,A,1670,A,1403,A,1889,A,2793,A,2161,A,2329,A,2084,A,2072,A,1463,A,1193,A,741,A,659,A,415,A,159,E,158,E,154,A,148,A,160,A,180,A,128,E,117,E,105,E,98,E,91,E,85,E,76,E,65,E,59,E,53,E,47,E,41,E,35,E,28,E,22,E,16,E,10,E,4,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Mozambique,Tonnes - live weight,6035,A,5547,A,4148,A,3332,A,2473,A,2664,A,1840,A,1180,A,1133,A,1179,A,721,A,604,A,796,A,864,A,720,A,1392,A,1528,A,1198,A,1782,A,1366,A,5639,A,2247,A,0,N,0,N,0,N,0,A,0,A,4,A,36,A,116,A,10,E,12,E,15,E,15,E,20,E,20,A,17,A,5,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,Tonnes - live weight,1197000,E,1197078.002,A,1167356.69,A,1144813.00,A,1082198.650,A,1131570.444,A,1048692.015,A,1017614.357,A,999630.023,A,964255.83,A,930780,A,888369,A,819156.4,A,852791.0,A,779296.4,A,675064,A,604660,E,574990,E,485220,E,400360,E,252010,E,190120,E,121266,A,98912,A,91114,A,81968,A,82740,A,71508,A,71700,A,64584,A,51676,A,25954,A,8822,A,7087,A,6947,A,5673,A,5493,A,5805,A,5054,A,3951,A,3840,E,3460,E,3120,E,2790,E,2500,E,2220,E,1970,E,1730,E,1520,E,1330,E,1160,E,1000,E,860,E,730,E,620,E,520,E,430,E,350,E,290,E,230,E,180,E,140,E,110,E,80,E,60,E,40,E,30,E,20,E,10,E,5,E,2,E,2,E,1,E,0,A
Namibia,Tonnes - live weight,340,E,340,E,321,E,320.715,A,388.961,A,342.48,A,506.93,A,525.20,A,625.73,A,647.34,A,671.56,A,679.35,A,532.13,A,695.64,E,665.6,E,605.6,E,360.5,E,273.5,E,192,E,192,E,142,E,88,A,70,E,70,E,65,E,62,E,62,E,67,E,67,E,66,E,57,E,22,E,20,E,20,E,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,Tonnes - live weight,0.5,E,0.5,E,0.5,E,0.5,E,0.3,A,0.5,E,0.3,E,0.3,E,0.3,E,0.3,E,0.1,A,1,E,0,A,0,A,0,A,0,A,0,A,0.8,A,0,A,0,A,0,A,0,A,0.4,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Nepal,Tonnes - live weight,92740,E,87385,A,84291,A,76822,A,71252,A,65864,A,56157.1,A,49043,A,48000,A,43400,A,36020,A,34500,A,30950,A,28230,A,26730,A,27250,A,26679,A,25409,A,22480,A,20000,A,17680,A,17100,A,16570,A,15023,A,13028,A,12866,A,11977,A,10649,A,9918,A,9663,A,9532,A,10645,A,10314,A,9258,A,6836,A,5125,A,5435,A,4162,A,3265,A,1997,E,2271,E,2041,E,1714,E,1433,E,1192,E,985,E,811,E,662,E,515,E,401,E,314,E,197,E,118,E,68,E,26,E,18,E,9,E,3,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Netherlands Antilles [former],Tonnes - live weight,,,,,,,,,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,5,E,5,E,5,E,5,E,5,E,4,E,4,E,5,E,5,E,5,E,10,E,10,E,10,E,10,E,21,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands (Kingdom of the),Tonnes - live weight,41670.7,A,38477,E,40742,E,40052,E,45987,E,53542,E,51460,E,61867,E,62357,E,63206,E,46772,A,46324.4,A,43994.9,A,67140.1,A,55840.6,A,47095.7,A,57041,A,45753,A,71570,A,78798,A,66690,A,54579,A,57192,A,75331,A,108860,A,120174,A,98290,A,99921,A,83988,A,109399,A,71145,A,54125,A,51668,A,101000,A,108880,A,79163,A,99568,A,86497,A,116548,A,60319,A,119793,A,130371,A,109548,A,77052,A,97494,A,118535,A,109378,A,73330,A,112136,A,98719,A,113000,A,116200,A,95700,A,86000,A,105900,A,113600,A,85600,A,92400,A,110500,A,115800,A,89700,A,96500,A,85400,A,77600,A,68200,A,75500,A,63400,A,50600,A,51800,A,63200,A,57300,A,47400,A,43000,A,31900,A
New Caledonia,Tonnes - live weight,1429.000,E,1479,E,1459.522,A,1500.889,A,1514.881,A,1640.3,A,1481.5,A,1611.25,A,1276,A,1659,A,1596,A,1666,A,1564,A,1223,A,1923,A,2106,A,1923,A,2365,A,2533,A,2290,A,1784,A,1918,A,1893,A,1765,A,1850,A,1596,A,1152,A,1061,A,939,A,780,A,717,A,847,A,754,A,631,A,389,A,218,A,88,A,59,A,87,A,51,A,16,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
New Zealand,Tonnes - live weight,109154,A,106152,A,116839,A,118582,A,114582,A,104549,A,116530,A,109016.2,A,91275.3,A,109873.85,A,97123,A,100161,A,117266,A,110592,A,104958,A,112358,A,111908,A,107524,A,105302,A,92220,A,84641,A,86583,A,76024,A,85640,A,91650,A,93807,A,76850,A,74800,A,70391,A,51256,A,52501,A,51500,A,48700,A,28600,A,26985,A,27751,A,19366,A,16977,A,11835,A,10945,A,9720,A,6533,A,2998,E,3220,E,2783,A,1838,A,1403,A,2658,A,2071,A,2538,A,2700,A,2900,A,1900,A,1400,A,1300,A,1800,A,1800,A,2300,A,2400,A,1900,A,1900,A,2600,A,1000,A,2800,A,2800,A,2900,A,2300,A,2500,A,1600,A,1600,A,1300,A,1300,A,1100,A,1000,A
Nicaragua,Tonnes - live weight,32040,E,31568.5,A,31005.9,A,29489,A,29523.3,E,29473.4,A,24899,A,21182,A,24536,A,30566,A,26406.9,A,24351,A,15766,A,16972,A,18943,A,16078,A,11533,A,11220,A,9983,A,7880,A,7005,A,6089,A,5750,A,5435,A,4205,A,4790,A,3486,A,2504,A,2310,A,1068,A,326,A,60,A,74,A,74,E,74,E,74,A,48,A,36,E,27,E,17,A,17,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,Tonnes - live weight,494,A,500,E,472,A,649,A,351.642,A,350,E,350,A,300,E,300,E,329,A,200,A,100,A,85,A,70,E,70,E,40,A,40,A,40,A,40,A,40,A,40,A,40,A,21,A,15,A,14,A,12,A,13,A,11,A,35,A,17,A,10,A,8,A,21,A,36,A,19,A,20,A,14,A,8,A,7,A,9,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Tonnes - live weight,258800,E,259106,A,275645,A,261710.718,A,289543,A,291323,A,296191,A,306767,A,316727,A,313231,A,278706,A,253898,A,221128,A,200535,A,152796,A,143207,A,85087,A,84578,A,56355,A,43950,A,30677,A,30663,A,24398,A,25718,A,21737,A,20458,A,24297,A,19491,A,16619,E,15030,E,17090,E,17088,A,15365,A,7347,A,25840,A,10631,A,6002,A,5456,A,7892,A,6519,A,6842,E,6559,E,6283,E,6028,E,5782,E,5562,E,5329,E,5087,E,4860,E,4630,E,4407,E,4183,E,3993,E,3809,E,3613,E,3434,E,3265,E,3084,E,2904,E,2730,E,2547,E,2361,E,2173,E,2005,E,1824,E,1652,E,1476,E,1298,E,1116,E,931,E,739,E,542,E,374,E,213,E
Northern Mariana Islands,Tonnes - live weight,41,E,41,E,41,E,41,E,42,E,42,E,42,E,42,E,42,E,42,E,31,E,26,E,24.53,E,23.58,A,21,E,16,E,11,E,6,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,Tonnes - live weight,1873.2,A,1814.2,A,1660.51,A,1633.891,A,1955.5,E,1359.3,E,1508.4,E,986,E,991,E,1214,A,1340,A,1306,A,1368,A,1491,A,1540,A,1287,A,1041,A,588,A,843,A,959,A,864,A,763,A,787,A,1217,A,1170,A,652,A,538,A,526,A,829,A,744,A,752,A,899,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Tonnes - live weight,1649984.180,A,1661740.372,A,1665112.048,A,1490412.045,A,1453042.385,A,1355116.800,A,1308633.792,A,1326216.18,A,1380890.06,A,1332497.022,A,1247865.082,A,1321119.2,A,1143893.34,A,1019801.94,A,961839.85,A,848359.0,A,841560,A,712373,A,661877,A,636802,A,584422,A,551300,A,510748,A,491329,A,475932,A,410757,A,367617,A,321516,A,277615,A,218486,A,164499,A,131102,A,160705,A,150583,A,115191,A,88268,A,55379,A,49392,A,34617,A,25453,A,22712,A,15329,A,13042,A,7980,A,7377,A,5645,A,3932,A,3476,A,2517,A,2327,A,1172,A,924,A,531,A,480,A,427,A,365,A,318,A,204,A,202,A,601,A,100,A,200,A,900,A,1900,A,1000,A,0,A,200,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Oman,Tonnes - live weight,5093,A,3471,A,1703,A,1307,A,1054,A,451.45,A,77.248,A,103,A,170,A,282.4,A,353,A,168,A,157,A,127,A,118.4,A,121,A,96,A,114,A,218,A,515.4,A,352,A,0,A,0,A,0,A,0,A,13,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,Tonnes - live weight,168700,E,166200,A,165212,A,163132,A,161390,A,159706,A,158075,A,157017,A,151174,A,148381,A,148120,A,142832,A,141935,A,140101,E,138099,E,135098,E,130092,E,121826,E,80621.97,E,76653,E,73047,E,66970,A,57632,A,12485,A,23076,A,17369,A,15464,A,13557,A,14848,A,14664,A,13389,A,12604,A,12795,A,10041,A,9750,A,6837,A,8500,E,8500,E,8500,E,8500,E,6500,E,6000,E,5600,E,5200,E,4800,E,4500,E,4200,E,3900,E,3600,E,3300,E,3100,E,2900,E,2700,E,2500,E,2300,E,2130,E,1980,E,1840,E,1700,E,1580,E,1470,E,1360,E,1270,E,1170,E,1090,E,1010,E,940,E,870,E,810,E,750,E,700,E,650,E,600,E,560,E
Palau,Tonnes - live weight,11,E,10,E,11.2,E,15,E,17,E,22.7,E,20.7,E,23.8,E,26.19,E,29.326,E,19.895,A,35.911,A,23.58,A,25.11,A,41.88,A,20,A,18,E,5,E,5,A,5,A,4,A,4,A,2,A,2,A,1,A,1,A,2,A,2,A,3,A,3,A,2,A,2,A,2,A,2,A,3,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Palestine,Tonnes - live weight,631,E,731,E,697,A,691,E,630,A,749,A,500,A,280,A,256,A,184,A,284,A,269,A,189,A,280,A,115,A,65,A,37,A,17,A,10,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Panama,Tonnes - live weight,14742.67,A,11847.21,A,6724.44,A,3909.098,A,7225.217,A,8825.4,A,9900.36,A,8807.4,A,9550.32,A,10635.0,A,8635.2,A,7773.6,A,7588.2,A,6597.53,A,6609.38,A,8354,A,8943,A,8764,A,7778,A,7048,A,6228,A,3638,A,3127,A,1779,E,2327,A,7233,A,7217,A,5079,A,5503,A,6291,A,5106,A,3820,A,3877,A,3439,A,3701,A,4187,A,3460,A,3460,A,2804,A,1507,A,1366,E,993,E,380,E,180,E,80,E,30,E,15,E,5,E,2,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Papua New Guinea,Tonnes - live weight,2552,E,2462,E,2342,E,2322,E,2271,E,2471.1,E,3201.103,E,3655,E,3680,E,3625,E,3625,E,3025,E,1871,A,1688,A,1372,E,1123,E,841,E,691,E,491,E,431,E,296,E,286,E,210,E,210,E,156,E,106,E,57,E,38,E,23,E,15,E,15,E,11,E,11,E,7,E,8,E,7,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Paraguay,Tonnes - live weight,20150,A,20000,A,14150,A,14100,A,12750,A,11536,A,10781,A,8500,E,8481,A,7500,A,6450,E,5400,E,4929.06,A,2957.42,A,2600,E,2450,E,2350,E,2250,E,2120,E,2100,E,1300,E,1000,E,570,E,103,E,95,E,95,A,350,E,350,E,190,E,100,E,75,E,75,E,60,E,61,E,51,E,54,A,22,A,0,N,0,N,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,Tonnes - live weight,105082.293,A,140930.627,A,150817.595,A,143829.722,A,161278.626,A,141224.38,A,100458.36,A,100187.15,A,90976.46,A,115271.42,A,125692.89,A,72292.85,A,92200.35,A,89021,A,44317,A,43120,A,39531,A,28393,A,25981,A,22114,A,13621,A,11532,A,7551,A,6596,A,8788,A,7175,A,7931,A,7724,A,5771,A,5903,A,4862,A,5504,A,6866,A,5226,A,4869,A,4958,A,4174,A,2706,A,7708,A,3275,A,1459,E,2100,A,1530,A,1150,E,755,E,630,E,515,E,422,E,329,E,254,E,180,E,117,E,54,E,40,E,15,E,5,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,Tonnes - live weight,2384023.388,A,2349252.015,A,2246315.779,A,2322831.427,A,2358238.376,A,2304360.747,A,2237787.0,A,2200912.247,A,2348159,A,2337605,A,2373386,A,2541965,A,2608120,A,2545967,A,2477392.44,A,2407698.098,A,2214785,A,2092274,A,1895848,A,1717028,A,1448504,A,1338394,A,1220456,A,1100902,A,1048679,A,997841,A,984437,A,1007677,A,940619,A,869083,A,793620,A,736381,E,692401,E,671116,E,629323,E,599464,E,560970,E,470923,E,495184,E,478345,A,472370,A,407225,A,352082,A,332642,A,260479,E,223377,E,162274,A,143328,A,133446,A,140073,A,110975,A,107424,A,105699,A,101651,A,99251,A,100035,A,66880,A,66323,A,65613,A,63885,A,63070,A,62314,A,61575,A,60769,A,58657,A,58116,A,39846,A,38858,A,40062,A,35327,A,33733,A,31271,A,29877,A,25649,A
Poland,Tonnes - live weight,40666.522,A,42201.499,A,39609.885,A,45417.828,A,39730.54,A,36806.31,A,35418.50,A,35452.006,A,33559.64,A,40109.69,A,35208.13,A,32261,A,29037,A,30751,A,36503,A,36813,A,35628,A,35867,A,37920,A,35131,A,35436,A,32709,A,35460,A,35795,A,33711,A,29791,A,28680,A,27700,A,25111,A,24500,A,18609,A,30200,A,29500,A,26400,A,25951,A,25951,A,20472,A,18684,A,20099,A,20000,A,18000,A,12881,A,14190,A,9636,A,9932,A,11627,A,16728,A,14578,A,14599,A,13512,A,13805,A,13204,A,10365,A,9833,A,12905,A,12464,A,9927,A,10109,A,9700,A,10600,A,8800,A,7500,A,8700,A,8100,A,7800,A,3400,A,1000,A,1100,A,1700,A,2000,A,2300,A,2000,A,2000,A,2000,A
Portugal,Tonnes - live weight,22447.545,A,18896,E,19541.475,A,20608.01,A,13690.77,A,13991.176,A,12508.74,A,9787.66,A,9562.876,A,11338.938,A,10067.210,A,10317.8,A,9165.39,A,8224.575,A,6728.1,A,7352.0,A,7416,A,7894,A,6696,A,6700,A,8033,A,8288,A,8209,A,7537,A,6268,A,7536,A,7185,A,5364,A,4981,A,6538,A,5970,A,6402,A,6277,A,4968,A,8549,A,10433,A,11012,A,10331,A,6402,A,6240,A,2463,E,839,E,682,E,599,E,489,E,394,E,309,E,265,E,232,E,203,E,155,E,119,E,79,E,47,E,24,E,16,E,8,E,3,E,1,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Puerto Rico,Tonnes - live weight,11,E,11,E,11,E,11,E,16,E,16,E,16,E,16,E,20,E,20,E,19.92,A,20,E,20,E,17,E,51,E,62,E,84.3,E,306,A,351,A,457,A,309,A,462,A,414,A,154,A,138,A,164,A,13,A,58,A,68,A,143,A,160,A,284,A,242,A,113,A,110,A,86,A,97,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
